SK_CustomerID,CustomerID,TaxID,Status,LastName,FirstName,MiddleInitial,Gender,Tier,DOB,AddressLine1,AddressLine2,PostalCode,City,StateProv,Country,Phone1,Phone2,Phone3,Email1,Email2,NationalTaxRateDesc,NationalTaxRate,LocalTaxRateDesc,LocalTaxRate,AgencyID,CreditRating,NetWorth,MarketingNameplate,IsCurrent,BatchID,EffectiveDate,EndDate
60,4655,"724-39-3460         ","ACTIVE    ","Orfano                        ","Nonna                         ",NULL,U,2,2017-01-27,15471 Wilmington Way,NULL,"30388       ","Detroit                  ","KS                  ",United States of America,NULL,NULL,NULL,"Nonna.Orfano@icqmail.com                          ","Nonna.Orfano@vegemail.com                         ","U.S. Income Tax Bracket for the poor              ",0.15000,"Arkansas Tax for inherited wealth                 ",0.07000,NULL,NULL,NULL,NULL,1,1,2017-05-11,9999-12-31
61,1579,"377-99-9641         ","ACTIVE    ","O'Carroll                     ","Philippe                      ",NULL,U,2,1962-03-08,5740 Pinto Crescent,Suite 97,"68117       ","Minneapolis              ","WV                  ",United States of America,NULL,NULL,NULL,"Philippe.O'Carroll@mailmaniacs.com                ","Philippe.O'Carroll@RespectAnimals.com             ","Nova Scotia Income Tax for blue collar workers    ",0.30770,"New Jersey Income Tax for the elderly             ",0.05380,NULL,NULL,NULL,NULL,1,1,2017-07-06,9999-12-31
62,3945,"566-64-4412         ","ACTIVE    ","Einarsson                     ","Rosene                        ",NULL,F,1,1992-10-07,1182 Belladonna Drive,NULL,"85233       ","Yellow Knife             ",Prince Edward Island,"Canada                  ",NULL,NULL,NULL,"Rosene.Einarsson@bulldogs.com                     ",NULL,"Saskatchewan Income Tax for school teachers       ",0.29500,"Nova Scotia Income Tax for blue collar workers    ",0.30770,NULL,NULL,NULL,NULL,1,1,2015-11-08,9999-12-31
63,1487,"791-82-7968         ","ACTIVE    ","Prasada                       ","Sonnnie                       ",Z,U,1,1977-03-07,9540 Kingsbridge Avenue,NULL,"77198       ","Jersey City              ","Ontario             ",United States of America,NULL,NULL,NULL,"Sonnnie.Z.Prasada@army.com                        ","Sonnnie.Z.Prasada@wraped.net                      ","New York Income Tax for school teachers           ",0.06140,"Tennesse Income Tax for the masses                ",0.00000,NULL,NULL,NULL,NULL,1,1,2010-08-23,9999-12-31
64,644,"409-92-4687         ","ACTIVE    ","Innes                         ","Taro                          ",NULL,U,3,1999-10-19,14315 Pharr Drive,NULL,"20088       ","Lafayette                ","DC                  ",United States of America,NULL,NULL,NULL,"Taro.Innes@shtrudel.org                           ","Taro.Innes@myway.com                              ","Michigan Income Tax for blue collar workers       ",0.04300,"Manitoba Income Tax for the masses                ",0.16000,NULL,NULL,NULL,NULL,1,1,2008-11-07,9999-12-31
65,306,"990-41-0200         ","ACTIVE    ","Bratten                       ","Txp                           ",P,M,2,1935-05-21,6284 Cordoba Boulevard,NULL,"64182       ","Chicago                  ","PA                  ",United States of America,NULL,NULL,NULL,"Txp.P.Bratten@SaveWildlife.com                    ","Txp.P.Bratten@peacemail.com                       ","West Virginia Income Tax for school teachers      ",0.03000,"Minnesota Income Tax for school teachers          ",0.05350,NULL,NULL,NULL,NULL,0,1,2008-02-22,2008-03-27
66,1406,"921-80-3481         ","ACTIVE    ","Noye                          ","Yaser                         ",D,M,3,1918-11-12,4824 Ross Boulevard,Apt. 117,"80055       ","El Paso                  ","KS                  ","Canada                  ",NULL,"+1(240)734-677217721          ",NULL,"Yaser.D.Noye@peacemail.com                        ","Yaser.D.Noye@safe-mail.net                        ","Yukon Income Tax for those driving SUVs           ",0.37960,"New Jersey Income Tax for inherited wealth        ",0.06370,"Noy4190                       ",400,134899,"HighValue+Boomer+MoneyAlert+Spender+Inherited                                                       ",1,1,2010-06-23,9999-12-31
67,1228,"448-85-3337         ","ACTIVE    ","Butta                         ","Alikee                        ",NULL,U,3,1942-08-12,9088 Rivas Way,NULL,"78769       ","Billings                 ","FL                  ",United States of America,NULL,NULL,NULL,"Alikee.Butta@webmail.co.za                        ",NULL,"North Dakota Income Tax for those driving SUVs    ",0.10670,"New York Income Tax for doctors and lawyers       ",0.05430,NULL,NULL,NULL,NULL,1,1,2010-02-01,9999-12-31
68,1021,"878-00-6538         ","ACTIVE    ","Velsher                       ","Arne                          ",M,F,NULL,1999-04-03,24867 Wilmington Park,NULL,"36188       ","Oxnard                   ","WV                  ",United States of America,NULL,NULL,NULL,"Arne.M.Velsher@webmail.co.za                      ","Arne.M.Velsher@myfastmail.com                     ","Nunavut Income Tax for the elderly                ",0.30900,"Alberta Income Tax for doctors and lawyers        ",0.36000,NULL,NULL,NULL,NULL,1,1,2013-09-28,9999-12-31
69,36,"799-62-0464         ","ACTIVE    ","Malaher                       ","Bal                           ",NULL,U,3,2010-05-10,9270 Leaf South,NULL,"43644       ","Waterbury                ","NH                  ",United States of America,NULL,NULL,NULL,"Bal.Malaher@eml.cc                                ","Bal.Malaher@mailmaniacs.com                       ","West Virginia Income Tax for the elderly          ",0.05630,"New Mexico Income Tax for the elderly             ",0.01700,NULL,NULL,NULL,NULL,0,1,2008-01-05,2013-04-26
70,2985,"679-17-6834         ","ACTIVE    ","Pilote                        ","Bela                          ",T,M,3,2004-08-26,15868 Dewdrop Park,Apt. 715,"19149       ","Miami                    ","ME                  ",United States of America,NULL,NULL,NULL,"Bela.T.Pilote@shtrudel.tv                         ","Bela.T.Pilote@doctor.com                          ","Manitoba Income Tax for the unemployed            ",0.39400,"British Columbia Income Tax for the masses        ",0.39700,NULL,NULL,NULL,NULL,1,1,2015-04-24,9999-12-31
71,3602,"624-75-2816         ","ACTIVE    ","Marmen                        ","Blancha                       ",Q,M,3,1932-08-20,5755 Bluff Road,NULL,"V6E 1S1     ","Las Cruces               ","OK                  ",United States of America,NULL,NULL,NULL,"Blancha.Q.Marmen@snail-mail.net                   ",NULL,"Saskatchewan Income Tax for doctors and lawyers   ",0.38000,"Hawaii Income Tax for inherited wealth            ",0.08750,NULL,NULL,NULL,NULL,1,1,2015-02-15,9999-12-31
72,955,"599-04-8005         ","ACTIVE    ","Janczyn                       ","Chandal                       ",NULL,U,NULL,1925-08-09,17514 Buckroe Court,NULL,"36187       ","Topeka                   ","CO                  ",United States of America,NULL,NULL,NULL,"Chandal.Janczyn@whale-mail.com                    ","Chandal.Janczyn@lpemail.com                       ","British Columbia Income Tax for the elderly       ",0.23300,"Montana Income Tax for university students        ",0.10000,NULL,NULL,NULL,NULL,1,1,2009-07-09,9999-12-31
73,3444,"380-60-3504         ","ACTIVE    ","Walkley                       ","Charley                       ",W,M,3,1932-09-12,14600 Ventura Upper,NULL,"90237       ","Evansville               ","DC                  ",United States of America,NULL,"(643)370-097615130            ",NULL,"Charley.W.Walkley@born2frag.de                    ",NULL,"Oregon Income Tax for inherited wealth            ",0.09000,"New Brunswick Income Tax for children             ",0.00000,NULL,NULL,NULL,NULL,1,1,2014-10-17,9999-12-31
74,1804,"105-89-4656         ","ACTIVE    ","Channell                      ","Cherilynn                     ",NULL,U,3,2010-03-22,12906 Stanford Road,NULL,"91187       ","Montpelier               ","MT                  ","Canada                  ",NULL,NULL,NULL,"Cherilynn.Channell@shtrudel.biz                   ",NULL,"Newfoundland Income Tax for the masses            ",0.38160,"North Carolina Income Tax for inherited wealth    ",0.07750,NULL,NULL,NULL,NULL,0,1,2011-04-25,2014-07-04
75,1804,"105-89-4656         ","INACTIVE  ","Channell                      ","Cherilynn                     ",NULL,U,3,2010-03-22,12906 Stanford Road,NULL,"91187       ","Montpelier               ","MT                  ","Canada                  ",NULL,NULL,NULL,"Cherilynn.Channell@shtrudel.biz                   ",NULL,"Newfoundland Income Tax for the masses            ",0.38160,"North Carolina Income Tax for inherited wealth    ",0.07750,NULL,NULL,NULL,NULL,1,1,2014-07-04,9999-12-31
76,3717,"250-99-5067         ","ACTIVE    ","Longpre                       ","Daffi                         ",G,U,3,1928-04-13,22279 Gramercy Road,Apt. 339,"85267       ","Charlotte                ","IN                  ","Canada                  ",NULL,"+1(481)180-909443066          ",NULL,"Daffi.G.Longpre@rediffmail.com                    ",NULL,"California Tax for the masses                     ",0.04320,"Nunavut Income Tax for the masses                 ",0.22200,"Lon3775                       ",372,697721,"HighValue+Expenses+Boomer+MoneyAlert                                                                ",1,1,2015-05-17,9999-12-31
77,1962,"101-60-5856         ","ACTIVE    ","Piecaitis                     ","Erminia                       ",NULL,U,3,1955-06-23,20156 Southlake Drive,NULL,"90895       ","Columbus                 ","New Brunswick       ",United States of America,NULL,NULL,NULL,"Erminia.Piecaitis@soodonims.com                   ","Erminia.Piecaitis@spamavert.com                   ","Maine Income Tax for blue collar workers          ",0.04170,"Kansas Income Tax for inherited wealth            ",0.04980,NULL,NULL,NULL,NULL,1,1,2011-08-25,9999-12-31
78,1571,"543-08-9871         ","ACTIVE    ","Noorbhai                      ","Forrest                       ",NULL,U,2,1965-12-16,13689 Gulfton Drive,NULL,"T6B 1C5     ","Aurora                   ","VT                  ",United States of America,"058-446449728                 ",NULL,NULL,"Forrest.Noorbhai@shtrudel.net                     ",NULL,"U.S. Income Tax Bracket for the well to do        ",0.35500,"Alaska Income Tax for children                    ",0.00000,NULL,NULL,NULL,NULL,0,1,2010-10-28,2017-02-11
79,1004,"117-76-7644         ","ACTIVE    ","Geadah                        ","Glyn                          ",T,U,NULL,1994-07-11,2167 Mockingbird Drive,NULL,"04107       ","Santa Clara              ","HI                  ",United States of America,NULL,NULL,NULL,"Glyn.T.Geadah@care2.com                           ",NULL,"Nunavut Income Tax for children                   ",0.00000,"Saskatchewan Income Tax for children              ",0.00000,NULL,NULL,NULL,NULL,0,1,2009-08-14,2011-07-19
80,2137,"645-98-6071         ","ACTIVE    ","Valliani                      ","Gordy                         ",NULL,M,3,1937-07-07,3202 Powers Lower,NULL,"97407       ","Fort Lauderdale          ","WV                  ",United States of America,NULL,"+1(711)966-275481597          ",NULL,"Gordy.Valliani@enveloped.org                      ",NULL,"Arizona Income Tax for blue collar workers        ",0.03410,"New Mexico Income Tax for inherited wealth        ",0.08200,NULL,NULL,NULL,NULL,0,1,2015-05-21,2017-06-25
81,1500,"447-32-4510         ","ACTIVE    ","Cae                           ","Hailee                        ",P,M,2,1931-10-17,14754 Woodview East,NULL,"V6M 1W8     ","Jackson                  ","MD                  ",United States of America,"(884)916-155378899            ",NULL,NULL,"Hailee.P.Cae@lavabit.com                          ","Hailee.P.Cae@gmx.pt                               ","Manitoba Income Tax for children                  ",0.00000,"New York Income Tax for the masses                ",0.04000,NULL,NULL,NULL,NULL,0,1,2010-09-01,2012-08-09
82,2077,"791-74-5139         ","ACTIVE    ","McGillicuddy                  ","Johanna                       ",S,F,3,1976-06-26,23168 Roxboro Way,NULL,"M5B 1Y4     ","Saskatoon                ","WY                  ",United States of America,"395-061443859                 ",NULL,NULL,"Johanna.S.McGillicuddy@devils.com                 ","Johanna.S.McGillicuddy@icqmail.com                ","Yukon Income Tax for the elderly                  ",0.23360,"Montana Income Tax for the masses                 ",0.03000,NULL,NULL,NULL,NULL,1,1,2011-11-24,9999-12-31
83,2149,"440-88-3894         ","ACTIVE    ","Drolet                        ","Julee                         ",C,F,3,1932-04-09,21286 Greenlawn Rue,NULL,"H2C 1Z2     ","Beaumont                 ","Ontario             ",United States of America,NULL,NULL,NULL,"Julee.C.Drolet@shtrudel.org                       ","Julee.C.Drolet@ProtectAnimals.com                 ","New Mexico Income Tax for the unemployed          ",0.07120,"Iowa Income Tax for the masses                    ",0.02520,NULL,NULL,NULL,NULL,1,1,2015-12-23,9999-12-31
84,4586,"683-71-0145         ","ACTIVE    ","Qainfo                        ","Meghann                       ",NULL,U,3,1938-05-18,18993 Rivas Rue,NULL,"45408       ","Santa Ana                ","TN                  ",United States of America,NULL,NULL,NULL,"Meghann.Qainfo@gmx.co.uk                          ",NULL,"Colorado Income Tax for inherited wealth          ",0.04750,"New Mexico Income Tax for inherited wealth        ",0.08200,NULL,NULL,NULL,NULL,1,1,2017-03-20,9999-12-31
85,2184,"822-66-3446         ","ACTIVE    ","Lipschutz                     ","Moe                           ",NULL,U,3,1933-05-12,14754 Woodview East,NULL,"93731       ","Irving                   ","NJ                  ",United States of America,NULL,NULL,NULL,"Moe.Lipschutz@SaveWildlife.com                    ",NULL,"Delaware Income Tax for everyone else             ",0.04730,"U.S. Income Tax Bracket for the masses            ",0.30500,NULL,NULL,NULL,NULL,1,1,2012-02-13,9999-12-31
